scene,method,t,feature,q,measure,x,center,width,order
growth,TMTM,2,1,73.9,188,72.05000000000001,72.15,37.6,"(np.int64(0), np.int64(1))"
growth,TMTM,3,0,35.7,192,33.05000000000001,33.15000000000001,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,3,1,74.70000000000002,196,72.05000000000001,72.15,39.2,"(np.int64(0), np.int64(1))"
growth,TMTM,4,0,35.7,192,32.250000000000014,32.35000000000001,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,4,1,75.49999999999999,204,72.05000000000001,72.15,40.800000000000004,"(np.int64(0), np.int64(1))"
growth,TMTM,5,0,35.7,192,31.45000000000001,31.55000000000001,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,5,1,76.4,213,72.25,72.25,42.6,"(np.int64(0), np.int64(1))"
growth,TMTM,6,0,35.7,192,30.650000000000013,30.750000000000007,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,6,1,77.20000000000002,221,72.25,72.25,44.2,"(np.int64(0), np.int64(1))"
growth,TMTM,7,0,35.7,192,29.650000000000013,29.750000000000007,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,7,1,78.1,230,72.05000000000001,72.15,46.0,"(np.int64(0), np.int64(1))"
growth,TMTM,8,0,35.7,192,28.85000000000001,28.95000000000001,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,8,1,78.9,238,72.05000000000001,72.15,47.6,"(np.int64(0), np.int64(1))"
growth,TMTM,9,0,35.7,192,28.05000000000001,28.150000000000013,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,9,1,79.80000000000001,247,72.25,72.25,49.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,10,0,35.7,192,27.250000000000007,27.35000000000001,38.400000000000006,"(np.int64(0), np.int64(1))"
growth,TMTM,10,1,80.60000000000001,255,72.25,72.25,51.0,"(np.int64(0), np.int64(1))"
growth,ST-MTM,0,0,35.7,192,35.7,35.7,11.519999999999996,"(0, 1)"
growth,ST-MTM,0,1,72.20000000000002,171,72.20000000000002,72.20000000000002,10.259999999999991,"(0, 1)"
growth,ST-MTM,1,0,35.7,192,35.38000000000001,35.38000000000001,11.271590296495958,"(0, 1)"
growth,ST-MTM,1,1,73.0,179,72.52000000000001,72.52000000000001,10.508409703504043,"(0, 1)"
growth,ST-MTM,2,0,35.7,192,34.95600000000001,34.95600000000001,11.004631578947368,"(0, 1)"
growth,ST-MTM,2,1,73.9,188,72.94400000000002,72.94400000000002,10.775368421052633,"(0, 1)"
growth,ST-MTM,3,0,35.7,192,34.55120000000001,34.55120000000001,10.777731958762885,"(0, 1)"
growth,ST-MTM,3,1,74.70000000000002,196,73.34880000000003,73.34880000000003,11.002268041237102,"(0, 1)"
growth,ST-MTM,4,0,35.7,192,34.150240000000025,34.150240000000025,10.560000000000002,"(0, 1)"
growth,ST-MTM,4,1,75.49999999999999,204,73.74976000000001,73.74976000000001,11.219999999999999,"(0, 1)"
growth,ST-MTM,5,0,35.7,192,33.710048000000015,33.710048000000015,10.325333333333333,"(0, 1)"
growth,ST-MTM,5,1,76.4,213,74.18995200000002,74.18995200000002,11.454666666666668,"(0, 1)"
growth,ST-MTM,6,0,35.7,192,33.302009600000005,33.302009600000005,10.125326876513313,"(0, 1)"
growth,ST-MTM,6,1,77.20000000000002,221,74.59799040000001,74.59799040000001,11.654673123486674,"(0, 1)"
growth,ST-MTM,7,0,35.7,192,32.860401920000015,32.860401920000015,9.909383886255924,"(0, 1)"
growth,ST-MTM,7,1,78.1,230,75.03959808,75.03959808,11.870616113744063,"(0, 1)"
growth,ST-MTM,8,0,35.7,192,32.45208038400001,32.45208038400001,9.725023255813952,"(0, 1)"
growth,ST-MTM,8,1,78.9,238,75.44791961600001,75.44791961600001,12.054976744186035,"(0, 1)"
growth,ST-MTM,9,0,35.7,192,32.010416076800006,32.010416076800006,9.52564920273348,"(0, 1)"
growth,ST-MTM,9,1,79.80000000000001,247,75.88958392320001,75.88958392320001,12.254350797266511,"(0, 1)"
growth,ST-MTM,10,0,35.7,192,31.60208321536,31.602083215359997,9.355167785234894,"(0, 1)"
growth,ST-MTM,10,1,80.60000000000001,255,76.29791678464001,76.29791678464001,12.424832214765104,"(0, 1)"
growth,RA-MTM,0,0,35.7,192,35.70000015537647,35.70000115375469,11.52,"(0, 1)"
growth,RA-MTM,0,1,72.20000000000002,171,72.200000087517,72.1999999031592,10.26,"(0, 1)"
growth,RA-MTM,1,0,35.7,192,35.700000043566774,35.700000043566774,11.52,"(0, 1)"
growth,RA-MTM,1,1,73.0,179,73.00000003739773,73.00000003739773,10.74,"(0, 1)"
growth,RA-MTM,2,0,35.7,192,35.700000013774506,35.70000001377449,11.52,"(0, 1)"
growth,RA-MTM,2,1,73.9,188,73.90000001321368,73.90000001321368,11.28,"(0, 1)"
growth,RA-MTM,3,0,35.7,192,35.70000000452353,35.70000000452353,11.52,"(0, 1)"
growth,RA-MTM,3,1,74.70000000000002,196,74.70000000447256,74.70000000447256,11.76,"(0, 1)"
growth,RA-MTM,4,0,35.7,192,35.700000001501664,35.70000000150167,11.52,"(0, 1)"
growth,RA-MTM,4,1,75.49999999999999,204,75.500000001497,75.50000000149703,12.24,"(0, 1)"
growth,RA-MTM,5,0,35.7,192,35.7000000005,35.70000000049999,11.52,"(0, 1)"
growth,RA-MTM,5,1,76.4,213,76.40000000049957,76.40000000049957,12.78,"(0, 1)"
growth,RA-MTM,6,0,35.7,192,35.70000000016661,35.70000000016662,11.52,"(0, 1)"
growth,RA-MTM,6,1,77.20000000000002,221,77.2000000001666,77.2000000001666,13.26,"(0, 1)"
growth,RA-MTM,7,0,35.7,192,35.70000000005554,35.70000000005553,11.52,"(0, 1)"
growth,RA-MTM,7,1,78.1,230,78.10000000005552,78.10000000005553,13.799999999999999,"(0, 1)"
growth,RA-MTM,8,0,35.7,192,35.70000000001851,35.70000000001852,11.52,"(0, 1)"
growth,RA-MTM,8,1,78.9,238,78.90000000001852,78.90000000001851,14.28,"(0, 1)"
growth,RA-MTM,9,0,35.7,192,35.70000000000616,35.70000000000616,11.52,"(0, 1)"
growth,RA-MTM,9,1,79.80000000000001,247,79.80000000000618,79.8000000000062,14.82,"(0, 1)"
growth,RA-MTM,10,0,35.7,192,35.700000000002056,35.70000000000206,11.52,"(0, 1)"
growth,RA-MTM,10,1,80.60000000000001,255,80.60000000000207,80.60000000000207,15.299999999999999,"(0, 1)"
collective_growth,TMTM,0,0,22.099999999999998,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,0,1,38.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,0,2,59.199999999999996,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,1,0,21.599999999999998,81,21.766666666666666,21.766666666666666,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,1,1,38.199999999999996,83,38.36666666666667,38.36666666666667,16.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,1,2,59.800000000000004,93,59.56666666666666,59.56666666666666,18.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,2,0,21.0,83,21.166666666666664,21.166666666666664,16.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,2,1,38.1,86,38.166666666666664,38.266666666666666,17.2,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,2,2,60.4,97,60.16666666666667,60.16666666666667,19.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,3,0,20.6,85,20.766666666666666,20.766666666666666,17.0,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,3,1,38.1,88,38.166666666666664,38.266666666666666,17.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,3,2,60.99999999999999,99,60.766666666666666,60.766666666666666,19.8,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,4,0,19.900000000000002,88,19.96666666666667,20.066666666666663,17.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,4,1,38.0,91,38.166666666666664,38.166666666666664,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,4,2,61.5,102,61.16666666666667,61.266666666666666,20.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,5,0,19.5,90,19.566666666666663,19.666666666666664,18.0,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,5,1,38.0,93,38.166666666666664,38.166666666666664,18.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,5,2,62.09999999999999,104,61.766666666666666,61.866666666666674,20.8,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,6,0,18.9,92,18.96666666666667,19.066666666666663,18.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,6,1,37.9,96,37.96666666666667,38.06666666666666,19.200000000000003,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,6,2,62.7,108,62.366666666666674,62.46666666666667,21.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,7,0,18.4,95,18.566666666666663,18.566666666666663,19.0,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,7,1,37.9,98,37.96666666666667,38.06666666666666,19.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,7,2,63.2,109,62.96666666666667,62.96666666666667,21.8,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,8,0,17.8,97,17.96666666666667,17.96666666666667,19.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,8,1,37.800000000000004,101,37.96666666666667,37.96666666666667,20.200000000000003,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,8,2,63.800000000000004,113,63.56666666666666,63.56666666666666,22.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,9,0,17.3,100,17.366666666666667,17.46666666666666,20.0,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,9,1,37.800000000000004,103,37.96666666666667,37.96666666666667,20.6,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,9,2,64.4,115,64.16666666666667,64.16666666666667,23.0,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,10,0,16.7,102,16.766666666666666,16.866666666666667,20.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,10,1,37.699999999999996,106,37.766666666666666,37.86666666666667,21.200000000000003,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,TMTM,10,2,65.0,119,64.76666666666667,64.76666666666667,23.8,"(np.int64(0), np.int64(1), np.int64(2))"
collective_growth,ST-MTM,0,0,22.099999999999998,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
collective_growth,ST-MTM,0,1,38.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
collective_growth,ST-MTM,0,2,59.199999999999996,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
collective_growth,ST-MTM,1,0,21.599999999999998,81,21.64285714285715,21.64285714285715,4.72762645914397,"(0, 1, 2)"
collective_growth,ST-MTM,1,1,38.199999999999996,83,38.17142857142857,38.17142857142857,4.844357976653697,"(0, 1, 2)"
collective_growth,ST-MTM,1,2,59.800000000000004,93,59.68571428571429,59.68571428571429,5.42801556420234,"(0, 1, 2)"
collective_growth,ST-MTM,2,0,21.0,83,21.091836734693885,21.091836734693885,4.680451127819552,"(0, 1, 2)"
collective_growth,ST-MTM,2,1,38.1,86,38.11020408163266,38.11020408163266,4.849624060150376,"(0, 1, 2)"
collective_growth,ST-MTM,2,2,60.4,97,60.29795918367348,60.29795918367348,5.469924812030072,"(0, 1, 2)"
collective_growth,ST-MTM,3,0,20.6,85,20.61311953352771,20.61311953352771,4.6875,"(0, 1, 2)"
collective_growth,ST-MTM,3,1,38.1,88,38.044314868804676,38.044314868804676,4.852941176470594,"(0, 1, 2)"
collective_growth,ST-MTM,3,2,60.99999999999999,99,60.842565597667644,60.842565597667644,5.459558823529406,"(0, 1, 2)"
collective_growth,ST-MTM,4,0,19.900000000000002,88,20.03044564764683,20.03044564764683,4.697508896797153,"(0, 1, 2)"
collective_growth,ST-MTM,4,1,38.0,91,38.034902124114964,38.034902124114964,4.857651245551608,"(0, 1, 2)"
collective_growth,ST-MTM,4,2,61.5,102,61.43465222823824,61.43465222823824,5.444839857651246,"(0, 1, 2)"
collective_growth,ST-MTM,5,0,19.5,90,19.547206521092413,19.547206521092413,4.703832752613238,"(0, 1, 2)"
collective_growth,ST-MTM,5,1,38.0,93,37.97641458915929,37.97641458915929,4.860627177700351,"(0, 1, 2)"
collective_growth,ST-MTM,5,2,62.09999999999999,104,61.97637888974832,61.97637888974832,5.435540069686418,"(0, 1, 2)"
collective_growth,ST-MTM,6,0,18.9,92,18.99245807444178,18.99245807444178,4.662162162162161,"(0, 1, 2)"
collective_growth,ST-MTM,6,1,37.9,96,37.91091636987991,37.91091636987991,4.86486486486487,"(0, 1, 2)"
collective_growth,ST-MTM,6,2,62.7,108,62.596625555678344,62.596625555678344,5.472972972972968,"(0, 1, 2)"
collective_growth,ST-MTM,7,0,18.4,95,18.4846368677774,18.4846368677774,4.718543046357617,"(0, 1, 2)"
collective_growth,ST-MTM,7,1,37.9,98,37.90155948141142,37.90155948141142,4.867549668874176,"(0, 1, 2)"
collective_growth,ST-MTM,7,2,63.2,109,63.1138036508112,63.11380365081119,5.413907284768207,"(0, 1, 2)"
collective_growth,ST-MTM,8,0,17.8,97,17.92637669539678,17.92637669539678,4.678456591639872,"(0, 1, 2)"
collective_growth,ST-MTM,8,1,37.800000000000004,101,37.84307992591592,37.84307992591592,4.871382636655952,"(0, 1, 2)"
collective_growth,ST-MTM,8,2,63.800000000000004,113,63.73054337868732,63.73054337868732,5.4501607717041765,"(0, 1, 2)"
collective_growth,ST-MTM,9,0,17.3,100,17.38948238505669,17.38948238505669,4.716981132075473,"(0, 1, 2)"
collective_growth,ST-MTM,9,1,37.800000000000004,103,37.80615427513086,37.80615427513086,4.85849056603773,"(0, 1, 2)"
collective_growth,ST-MTM,9,2,64.4,115,64.30436333981248,64.30436333981248,5.424528301886795,"(0, 1, 2)"
collective_growth,ST-MTM,10,0,16.7,102,16.827068912150967,16.827068912150967,4.678899082568806,"(0, 1, 2)"
collective_growth,ST-MTM,10,1,37.699999999999996,106,37.7437363250187,37.7437363250187,4.862385321100916,"(0, 1, 2)"
collective_growth,ST-MTM,10,2,65.0,119,64.92919476283036,64.92919476283036,5.458715596330279,"(0, 1, 2)"
collective_growth,RA-MTM,0,0,22.099999999999998,78,22.100045381322097,22.10013186999522,4.68,"(0, 1, 2)"
collective_growth,RA-MTM,0,1,38.199999999999996,81,38.200083256491766,38.20161592635239,4.859999999999999,"(0, 1, 2)"
collective_growth,RA-MTM,0,2,59.199999999999996,91,59.20004326850997,59.20001437219138,5.46,"(0, 1, 2)"
collective_growth,RA-MTM,1,0,21.599999999999998,81,21.600028613901042,21.6000488417652,4.859999999999999,"(0, 1, 2)"
collective_growth,RA-MTM,1,1,38.199999999999996,83,38.200058257294785,38.20119081535548,4.9799999999999995,"(0, 1, 2)"
collective_growth,RA-MTM,1,2,59.800000000000004,93,59.80001690888376,59.79952464898865,5.58,"(0, 1, 2)"
collective_growth,RA-MTM,2,0,21.0,83,21.000021551516515,21.00004107136348,4.9799999999999995,"(0, 1, 2)"
collective_growth,RA-MTM,2,1,38.1,86,38.10005278120113,38.10129520164681,5.16,"(0, 1, 2)"
collective_growth,RA-MTM,2,2,60.4,97,60.400006088688144,60.39939507991694,5.819999999999999,"(0, 1, 2)"
collective_growth,RA-MTM,3,0,20.6,85,20.600018088687676,20.60003571278085,5.1,"(0, 1, 2)"
collective_growth,RA-MTM,3,1,38.1,88,38.100049319370314,38.101282903905016,5.279999999999999,"(0, 1, 2)"
collective_growth,RA-MTM,3,2,60.99999999999999,99,61.000001161787964,60.99934297820252,5.9399999999999995,"(0, 1, 2)"
collective_growth,RA-MTM,4,0,19.900000000000002,88,19.900015651104038,19.900030942581843,5.279999999999999,"(0, 1, 2)"
collective_growth,RA-MTM,4,1,38.0,91,38.00004657013641,38.00126504089291,5.46,"(0, 1, 2)"
collective_growth,RA-MTM,4,2,61.5,102,61.49999735881426,61.49928486010875,6.12,"(0, 1, 2)"
collective_growth,RA-MTM,5,0,19.5,90,19.50001406343281,19.500028071529293,5.3999999999999995,"(0, 1, 2)"
collective_growth,RA-MTM,5,1,38.0,93,38.000044732831874,38.00125296876156,5.58,"(0, 1, 2)"
collective_growth,RA-MTM,5,2,62.09999999999999,104,62.099994995430514,62.09925426808363,6.24,"(0, 1, 2)"
collective_growth,RA-MTM,6,0,18.9,92,18.900013777041487,18.900028064102777,5.52,"(0, 1, 2)"
collective_growth,RA-MTM,6,1,37.9,96,37.900046789094816,37.90135970863571,5.76,"(0, 1, 2)"
collective_growth,RA-MTM,6,2,62.7,108,62.699992668137604,62.69916621399074,6.4799999999999995,"(0, 1, 2)"
collective_growth,RA-MTM,7,0,18.4,95,18.400012097658237,18.40002358886704,5.7,"(0, 1, 2)"
collective_growth,RA-MTM,7,1,37.9,98,37.900042486298155,37.90122660190751,5.88,"(0, 1, 2)"
collective_growth,RA-MTM,7,2,63.2,109,63.19999157055328,63.19919888593864,6.54,"(0, 1, 2)"
collective_growth,RA-MTM,8,0,17.8,97,17.800011789653876,17.80002375053428,5.819999999999999,"(0, 1, 2)"
collective_growth,RA-MTM,8,1,37.800000000000004,101,37.80004425513964,37.801333068625574,6.06,"(0, 1, 2)"
collective_growth,RA-MTM,8,2,63.800000000000004,113,63.799989482507826,63.799116019357875,6.779999999999999,"(0, 1, 2)"
collective_growth,RA-MTM,9,0,17.3,100,17.300011310818515,17.30002255155053,6.0,"(0, 1, 2)"
collective_growth,RA-MTM,9,1,37.800000000000004,103,37.80004376079527,37.801321286710696,6.18,"(0, 1, 2)"
collective_growth,RA-MTM,9,2,64.4,115,64.39998853638471,64.39910276932652,6.8999999999999995,"(0, 1, 2)"
collective_growth,RA-MTM,10,0,16.7,102,16.7000115392124,16.70002328169531,6.12,"(0, 1, 2)"
collective_growth,RA-MTM,10,1,37.699999999999996,106,37.700046349490194,37.701428318128485,6.359999999999999,"(0, 1, 2)"
collective_growth,RA-MTM,10,2,65.0,119,64.99998690139351,64.99902184120825,7.14,"(0, 1, 2)"
translation_growth,TMTM,0,0,22.099999999999998,78,22.166666666666664,22.266666666666666,15.600000000000001,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,0,1,38.199999999999996,81,38.36666666666667,38.36666666666667,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,0,2,59.199999999999996,91,58.96666666666667,58.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,1,0,22.599999999999994,81,21.766666666666666,21.766666666666666,16.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,1,1,39.199999999999996,83,38.36666666666667,38.36666666666667,16.6,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,1,2,60.80000000000002,93,59.56666666666666,59.56666666666666,18.6,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,2,0,23.0,83,21.166666666666664,21.166666666666664,16.6,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,2,1,40.1,86,38.166666666666664,38.266666666666666,17.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,2,2,62.4,97,60.16666666666667,60.16666666666667,19.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,3,0,23.6,85,20.766666666666666,20.766666666666666,17.0,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,3,1,41.1,88,38.166666666666664,38.266666666666666,17.6,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,3,2,64.0,99,60.766666666666666,60.766666666666666,19.8,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,4,0,24.0,87,19.96666666666667,19.96666666666667,17.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,4,1,42.0,91,37.96666666666667,37.96666666666667,18.2,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,4,2,65.5,102,61.16666666666667,61.266666666666666,20.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,5,0,24.5,90,19.566666666666663,19.666666666666664,18.0,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,5,1,43.0,93,38.166666666666664,38.166666666666664,18.6,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,5,2,67.1,104,61.766666666666666,61.866666666666674,20.8,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,6,0,24.900000000000002,92,18.96666666666667,19.066666666666663,18.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,6,1,43.9,96,37.96666666666667,38.06666666666666,19.200000000000003,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,6,2,68.69999999999999,108,62.366666666666674,62.46666666666667,21.6,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,7,0,25.4,95,18.566666666666663,18.566666666666663,19.0,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,7,1,44.9,98,37.96666666666667,38.06666666666666,19.6,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,7,2,70.2,109,62.96666666666667,62.96666666666667,21.8,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,8,0,25.8,97,17.96666666666667,17.96666666666667,19.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,8,1,45.800000000000004,101,37.96666666666667,37.96666666666667,20.200000000000003,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,8,2,71.80000000000001,113,63.56666666666666,63.56666666666666,22.6,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,9,0,26.3,100,17.366666666666667,17.46666666666666,20.0,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,9,1,46.800000000000004,103,37.96666666666667,37.96666666666667,20.6,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,9,2,73.4,115,64.16666666666667,64.16666666666667,23.0,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,10,0,26.7,102,16.766666666666666,16.866666666666667,20.400000000000002,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,10,1,47.699999999999996,106,37.766666666666666,37.86666666666667,21.200000000000003,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,TMTM,10,2,75.0,119,64.76666666666667,64.76666666666667,23.8,"(np.int64(0), np.int64(1), np.int64(2))"
translation_growth,ST-MTM,0,0,22.099999999999998,78,22.100000000000005,22.100000000000005,4.68,"(0, 1, 2)"
translation_growth,ST-MTM,0,1,38.199999999999996,81,38.2,38.2,4.859999999999999,"(0, 1, 2)"
translation_growth,ST-MTM,0,2,59.199999999999996,91,59.2,59.2,5.459999999999994,"(0, 1, 2)"
translation_growth,ST-MTM,1,0,22.599999999999994,81,21.642857142857135,21.642857142857135,4.72762645914397,"(0, 1, 2)"
translation_growth,ST-MTM,1,1,39.199999999999996,83,38.171428571428564,38.171428571428564,4.844357976653697,"(0, 1, 2)"
translation_growth,ST-MTM,1,2,60.80000000000002,93,59.6857142857143,59.6857142857143,5.42801556420234,"(0, 1, 2)"
translation_growth,ST-MTM,2,0,23.0,83,21.09183673469388,21.09183673469388,4.680451127819552,"(0, 1, 2)"
translation_growth,ST-MTM,2,1,40.1,86,38.11020408163266,38.11020408163266,4.849624060150376,"(0, 1, 2)"
translation_growth,ST-MTM,2,2,62.4,97,60.29795918367348,60.29795918367348,5.469924812030072,"(0, 1, 2)"
translation_growth,ST-MTM,3,0,23.6,85,20.613119533527705,20.613119533527705,4.6875,"(0, 1, 2)"
translation_growth,ST-MTM,3,1,41.1,88,38.044314868804676,38.044314868804676,4.852941176470594,"(0, 1, 2)"
translation_growth,ST-MTM,3,2,64.0,99,60.842565597667644,60.842565597667644,5.459558823529406,"(0, 1, 2)"
translation_growth,ST-MTM,4,0,24.0,87,20.087588504789682,20.087588504789682,4.660714285714285,"(0, 1, 2)"
translation_growth,ST-MTM,4,1,42.0,91,38.00633069554354,38.00633069554354,4.875,"(0, 1, 2)"
translation_growth,ST-MTM,4,2,65.5,102,61.40608079966682,61.40608079966682,5.464285714285708,"(0, 1, 2)"
translation_growth,ST-MTM,5,0,24.5,90,19.55536978639854,19.55536978639854,4.703832752613238,"(0, 1, 2)"
translation_growth,ST-MTM,5,1,43.0,93,37.972332956506236,37.972332956506236,4.860627177700351,"(0, 1, 2)"
translation_growth,ST-MTM,5,2,67.1,104,61.97229725709527,61.97229725709527,5.435540069686411,"(0, 1, 2)"
translation_growth,ST-MTM,6,0,24.900000000000002,92,18.993624255199812,18.993624255199812,4.662162162162161,"(0, 1, 2)"
translation_growth,ST-MTM,6,1,43.9,96,37.910333279500904,37.910333279500904,4.86486486486487,"(0, 1, 2)"
translation_growth,ST-MTM,6,2,68.69999999999999,108,62.59604246529933,62.596042465299334,5.4729729729729755,"(0, 1, 2)"
translation_growth,ST-MTM,7,0,25.4,95,18.484803465028556,18.484803465028556,4.718543046357617,"(0, 1, 2)"
translation_growth,ST-MTM,7,1,44.9,98,37.901476182785856,37.901476182785856,4.867549668874176,"(0, 1, 2)"
translation_growth,ST-MTM,7,2,70.2,109,63.11372035218563,63.113720352185624,5.413907284768207,"(0, 1, 2)"
translation_growth,ST-MTM,8,0,25.8,97,17.92640049500409,17.92640049500409,4.678456591639872,"(0, 1, 2)"
translation_growth,ST-MTM,8,1,45.800000000000004,101,37.84306802611228,37.84306802611228,4.871382636655952,"(0, 1, 2)"
translation_growth,ST-MTM,8,2,71.80000000000001,113,63.730531478883684,63.730531478883684,5.4501607717041765,"(0, 1, 2)"
translation_growth,ST-MTM,9,0,26.3,100,17.389485785000595,17.389485785000595,4.716981132075473,"(0, 1, 2)"
translation_growth,ST-MTM,9,1,46.800000000000004,103,37.80615257515891,37.80615257515891,4.85849056603773,"(0, 1, 2)"
translation_growth,ST-MTM,9,2,73.4,115,64.30436163984055,64.30436163984055,5.424528301886795,"(0, 1, 2)"
translation_growth,ST-MTM,10,0,26.7,102,16.827069397857244,16.827069397857244,4.678899082568806,"(0, 1, 2)"
translation_growth,ST-MTM,10,1,47.699999999999996,106,37.74373608216557,37.74373608216557,4.862385321100916,"(0, 1, 2)"
translation_growth,ST-MTM,10,2,75.0,119,64.92919451997723,64.92919451997723,5.458715596330279,"(0, 1, 2)"
translation_growth,RA-MTM,0,0,22.099999999999998,78,22.100045381322097,22.10013186999522,4.68,"(0, 1, 2)"
translation_growth,RA-MTM,0,1,38.199999999999996,81,38.200083256491766,38.20161592635239,4.859999999999999,"(0, 1, 2)"
translation_growth,RA-MTM,0,2,59.199999999999996,91,59.20004326850997,59.20001437219138,5.46,"(0, 1, 2)"
translation_growth,RA-MTM,1,0,22.599999999999994,81,22.600028613901035,22.600048841765194,4.859999999999999,"(0, 1, 2)"
translation_growth,RA-MTM,1,1,39.199999999999996,83,39.200058257294785,39.20119081535548,4.9799999999999995,"(0, 1, 2)"
