rho,extra_budget,motion_weight,scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
0.5,1.0,0.5,crowding,RA-MTM,defined,11,2.8634848484848496,0.012333333333332775,0.04008333333333347,5.0464682937507114e-17,0.5092262743906134,1.1136859516406366e-32,,0,0.0,2.7875000000000085,1.9249999999999972,7.105427357601002e-15,0.015015666955150664,0.023862373737373748,0.02437083333333331,0.0005638888888888527,8.881784197001253e-18,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,1.0,2.0,crowding,RA-MTM,defined,11,2.8634848484848496,0.012333333333332775,0.040083333333333825,5.0464682937507114e-17,0.5092262743906134,1.1136859516406366e-32,,0,0.0,2.7875000000000085,1.9249999999999972,7.105427357601002e-15,0.014868792030028999,0.023862373737373748,0.02437083333333331,0.0005638888888888527,8.881784197001253e-18,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,3.0,0.0,crowding,RA-MTM,defined,11,4.86348484848485,0.012333333333332775,0.04008333333333347,5.0464682937507114e-17,0.3090513834889228,1.770938469291542e-32,,0,0.0,0.7875000000000156,1.9249999999999972,7.105427357601002e-15,0.015302416984923184,0.040529040404040415,0.04103749999999998,0.0005638888888888527,8.881784197001253e-18,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,3.0,0.5,crowding,RA-MTM,defined,11,4.86348484848485,0.012333333333332775,0.040083333333333825,5.0464682937507114e-17,0.3090513834889228,1.770938469291542e-32,,0,0.0,0.7875000000000156,1.9249999999999972,7.105427357601002e-15,0.015243457979522645,0.040529040404040415,0.04103749999999998,0.0005638888888888527,8.881784197001253e-18,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
0.5,3.0,2.0,crowding,RA-MTM,defined,11,4.86348484848485,0.012333333333332775,0.040083333333333825,5.0464682937507114e-17,0.3090513834889228,1.770938469291542e-32,,0,0.0,0.7875000000000156,1.9249999999999972,7.105427357601002e-15,0.015340417041443288,0.040529040404040415,0.04103749999999998,0.0005638888888888527,8.881784197001253e-18,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
1.0,0.0,0.0,crowding,RA-MTM,defined,11,0.0,0.0,0.040083333333333825,5.0464682937507114e-17,0.7960457458879988,5.7200061949874075e-33,,0,0.0,5.712500000000006,0.0,0.0,0.015063749975524843,0.0,0.0,0.0,0.0,0.0,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
1.0,0.0,0.5,crowding,RA-MTM,defined,11,0.0,0.0,0.040083333333333825,5.0464682937507114e-17,0.7960457458879988,5.7200061949874075e-33,,0,0.0,5.712500000000006,0.0,0.0,0.014836624963209033,0.0,0.0,0.0,0.0,0.0,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
1.0,0.0,2.0,crowding,RA-MTM,defined,11,0.0,0.0,0.04008333333333312,5.0464682937507114e-17,0.7960457458879988,5.7200061949874075e-33,,0,0.0,5.712500000000006,0.0,0.0,0.014657541993074119,0.0,0.0,0.0,0.0,0.0,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
1.0,1.0,0.0,crowding,RA-MTM,defined,11,1.0000000000000002,7.105427357601002e-16,0.0400833333333324,5.0464682937507114e-17,0.6959164181225281,1.1284872351741737e-32,,0,0.0,4.712500000000006,0.0,7.105427357601002e-15,0.016600915929302573,0.008333333333333335,0.008333333333333333,2.960594732333751e-18,2.960594732333751e-18,5.921189464667502e-18,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
1.0,1.0,0.5,crowding,RA-MTM,defined,11,1.0000000000000002,7.105427357601002e-16,0.04008333333333276,5.0464682937507114e-17,0.6959164181225281,1.4356959124304984e-32,,0,0.0,4.712500000000006,0.0,7.105427357601002e-15,0.01655545807443559,0.008333333333333335,0.008333333333333333,2.960594732333751e-18,2.960594732333751e-18,5.921189464667502e-18,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
1.0,1.0,2.0,crowding,RA-MTM,defined,11,1.0,0.0,0.04008333333333276,5.0464682937507114e-17,0.6959164181225281,1.4356959124304984e-32,,0,0.0,4.712500000000006,0.0,0.0,0.016601540963165462,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
1.0,3.0,0.0,crowding,RA-MTM,defined,11,3.0,3.197442310920451e-15,0.040083333333333825,5.0464682937507114e-17,0.4956991867922135,0.0,,0,0.0,2.7125000000000057,0.0,7.105427357601002e-15,0.02528541604988277,0.025,0.02500000000000006,2.0724163126336253e-17,2.0724163126336253e-17,2.664535259100376e-17,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
1.0,3.0,0.5,crowding,RA-MTM,defined,11,3.0,3.197442310920451e-15,0.040083333333333825,5.0464682937507114e-17,0.4956991867922135,0.0,,0,0.0,2.7125000000000057,0.0,7.105427357601002e-15,0.025225749937817454,0.025,0.02500000000000006,2.0724163126336253e-17,2.0724163126336253e-17,2.664535259100376e-17,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
1.0,3.0,2.0,crowding,RA-MTM,defined,11,3.0,3.197442310920451e-15,0.04008333333333347,5.0464682937507114e-17,0.4956991867922135,0.0,,0,0.0,2.7125000000000057,0.0,7.105427357601002e-15,0.025186499929986894,0.025,0.02500000000000006,2.0724163126336253e-17,2.0724163126336253e-17,2.664535259100376e-17,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
