scene,t,order,tau,selected_order
topology_change,6,"[2, 3, 1, 0]",33.29033290856961,"(0, 1, 2, 3)"
topology_change,6,"[3, 2, 0, 1]",32.90033290856961,"(0, 1, 2, 3)"
topology_change,6,"[3, 2, 1, 0]",36.09033290856961,"(0, 1, 2, 3)"
topology_change,7,"[0, 1, 2, 3]",5.269780154486028,"(0, 1, 2, 3)"
topology_change,7,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
topology_change,7,"[0, 2, 3, 1]",14.459164245191651,"(0, 1, 2, 3)"
topology_change,7,"[0, 3, 2, 1]",17.993944399677673,"(0, 1, 2, 3)"
topology_change,7,"[1, 2, 3, 0]",30.255799346201744,"(0, 1, 2, 3)"
topology_change,7,"[1, 3, 2, 0]",33.05579934620174,"(0, 1, 2, 3)"
topology_change,7,"[2, 3, 1, 0]",33.47579934620174,"(0, 1, 2, 3)"
topology_change,7,"[3, 2, 1, 0]",36.27579934620174,"(0, 1, 2, 3)"
topology_change,8,"[0, 1, 2, 3]",5.4494424019607735,"(0, 1, 2, 3)"
topology_change,8,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
topology_change,8,"[0, 2, 3, 1]",14.234501997716897,"(0, 1, 2, 3)"
topology_change,8,"[0, 3, 2, 1]",17.993944399677673,"(0, 1, 2, 3)"
topology_change,8,"[1, 2, 3, 0]",30.409467275494677,"(0, 1, 2, 3)"
topology_change,8,"[1, 3, 2, 0]",33.209467275494674,"(0, 1, 2, 3)"
topology_change,8,"[2, 3, 1, 0]",33.53946727549467,"(0, 1, 2, 3)"
topology_change,8,"[3, 2, 1, 0]",36.33946727549468,"(0, 1, 2, 3)"
topology_change,9,"[0, 1, 2, 3]",5.564418022528159,"(0, 1, 2, 3)"
topology_change,9,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
topology_change,9,"[0, 2, 3, 1]",14.089526377149518,"(0, 1, 2, 3)"
topology_change,9,"[0, 3, 2, 1]",17.993944399677673,"(0, 1, 2, 3)"
topology_change,9,"[1, 2, 3, 0]",30.485663856691247,"(0, 1, 2, 3)"
topology_change,9,"[1, 3, 2, 0]",33.28566385669125,"(0, 1, 2, 3)"
topology_change,9,"[2, 3, 1, 0]",33.55566385669125,"(0, 1, 2, 3)"
topology_change,9,"[3, 2, 1, 0]",36.35566385669125,"(0, 1, 2, 3)"
topology_change,10,"[0, 1, 2, 3]",5.675262148337595,"(0, 1, 2, 3)"
topology_change,10,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
topology_change,10,"[0, 2, 3, 1]",13.948682251340081,"(0, 1, 2, 3)"
topology_change,10,"[0, 3, 2, 1]",17.993944399677673,"(0, 1, 2, 3)"
topology_change,10,"[1, 2, 3, 0]",30.63685078803947,"(0, 1, 2, 3)"
topology_change,10,"[1, 3, 2, 0]",33.43685078803948,"(0, 1, 2, 3)"
topology_change,10,"[2, 3, 1, 0]",33.64685078803947,"(0, 1, 2, 3)"
topology_change,10,"[3, 2, 1, 0]",36.44685078803947,"(0, 1, 2, 3)"
crowding,0,"[0, 1]",1.9249999999999972,"(0, 1)"
crowding,0,"[1, 0]",6.149999999999984,"(0, 1)"
crowding,1,"[0, 1]",1.9149999999999991,"(0, 1)"
crowding,1,"[1, 0]",6.115000000000002,"(0, 1)"
crowding,2,"[0, 1]",1.9016666666666708,"(0, 1)"
crowding,2,"[1, 0]",6.068333333333335,"(0, 1)"
crowding,3,"[0, 1]",1.8883333333333354,"(0, 1)"
crowding,3,"[1, 0]",6.021666666666668,"(0, 1)"
crowding,4,"[0, 1]",1.875000000000007,"(0, 1)"
crowding,4,"[1, 0]",5.975000000000001,"(0, 1)"
crowding,5,"[0, 1]",1.8649999999999949,"(0, 1)"
crowding,5,"[1, 0]",5.940000000000012,"(0, 1)"
crowding,6,"[0, 1]",1.8516666666666595,"(0, 1)"
crowding,6,"[1, 0]",5.893333333333338,"(0, 1)"
crowding,7,"[0, 1]",1.8383333333333454,"(0, 1)"
crowding,7,"[1, 0]",5.846666666666664,"(0, 1)"
crowding,8,"[0, 1]",1.8249999999999957,"(0, 1)"
crowding,8,"[1, 0]",5.800000000000011,"(0, 1)"
crowding,9,"[0, 1]",1.8116666666666603,"(0, 1)"
crowding,9,"[1, 0]",5.7533333333333445,"(0, 1)"
crowding,10,"[0, 1]",1.8016666666666694,"(0, 1)"
crowding,10,"[1, 0]",5.718333333333327,"(0, 1)"
summary_only,0,"[0, 1, 2, 3]",5.297378358750912,"(0, 1, 2, 3)"
summary_only,0,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,0,"[1, 0, 2, 3]",16.510123456790122,"(0, 1, 2, 3)"
summary_only,0,"[1, 0, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,0,"[2, 3, 0, 1]",29.20668949771689,"(0, 1, 2, 3)"
summary_only,0,"[2, 3, 1, 0]",31.88668949771689,"(0, 1, 2, 3)"
summary_only,0,"[3, 2, 0, 1]",32.00668949771689,"(0, 1, 2, 3)"
summary_only,0,"[3, 2, 1, 0]",34.6866894977169,"(0, 1, 2, 3)"
summary_only,1,"[0, 1, 2, 3]",5.321421568627443,"(0, 1, 2, 3)"
summary_only,1,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,1,"[1, 0, 2, 3]",16.618530701754384,"(0, 1, 2, 3)"
summary_only,1,"[1, 0, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,1,"[2, 3, 0, 1]",29.291053532804614,"(0, 1, 2, 3)"
summary_only,1,"[2, 3, 1, 0]",32.06105353280461,"(0, 1, 2, 3)"
summary_only,1,"[3, 2, 0, 1]",32.09105353280461,"(0, 1, 2, 3)"
summary_only,1,"[3, 2, 1, 0]",34.86105353280462,"(0, 1, 2, 3)"
summary_only,2,"[0, 1, 2, 3]",5.332427315753883,"(0, 1, 2, 3)"
summary_only,2,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,2,"[1, 0, 2, 3]",16.796198054818746,"(0, 1, 2, 3)"
summary_only,2,"[1, 0, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,2,"[2, 3, 0, 1]",29.457715138742536,"(0, 1, 2, 3)"
summary_only,2,"[2, 3, 1, 0]",32.317715138742535,"(0, 1, 2, 3)"
summary_only,2,"[3, 2, 0, 1]",32.25771513874253,"(0, 1, 2, 3)"
summary_only,2,"[3, 2, 1, 0]",35.11771513874253,"(0, 1, 2, 3)"
summary_only,3,"[0, 1, 2, 3]",5.333172504957041,"(0, 1, 2, 3)"
summary_only,3,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,3,"[1, 0, 2, 3]",16.96102176966292,"(0, 1, 2, 3)"
summary_only,3,"[1, 0, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,3,"[2, 3, 0, 1]",29.62179366438356,"(0, 1, 2, 3)"
summary_only,3,"[2, 3, 1, 0]",32.54179366438356,"(0, 1, 2, 3)"
summary_only,3,"[3, 2, 0, 1]",32.42179366438356,"(0, 1, 2, 3)"
summary_only,3,"[3, 2, 1, 0]",35.34179366438356,"(0, 1, 2, 3)"
summary_only,4,"[0, 1, 2, 3]",5.325262148337586,"(0, 1, 2, 3)"
summary_only,4,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,4,"[1, 0, 2, 3]",17.11479586426298,"(0, 1, 2, 3)"
summary_only,4,"[1, 0, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,4,"[2, 3, 0, 1]",29.783478115603074,"(0, 1, 2, 3)"
summary_only,4,"[2, 3, 1, 0]",32.79347811560307,"(0, 1, 2, 3)"
summary_only,4,"[3, 2, 0, 1]",32.58347811560307,"(0, 1, 2, 3)"
summary_only,4,"[3, 2, 1, 0]",35.59347811560308,"(0, 1, 2, 3)"
summary_only,5,"[0, 1, 2, 3]",5.307430340557275,"(0, 1, 2, 3)"
summary_only,5,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,5,"[1, 0, 2, 3]",17.25642543859649,"(0, 1, 2, 3)"
summary_only,5,"[1, 0, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,5,"[2, 3, 0, 1]",29.942939497716896,"(0, 1, 2, 3)"
summary_only,5,"[2, 3, 1, 0]",33.0429394977169,"(0, 1, 2, 3)"
summary_only,5,"[3, 2, 0, 1]",32.74293949771689,"(0, 1, 2, 3)"
summary_only,5,"[3, 2, 1, 0]",35.8429394977169,"(0, 1, 2, 3)"
summary_only,6,"[0, 1, 2, 3]",5.280588235294111,"(0, 1, 2, 3)"
summary_only,6,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,6,"[1, 0, 2, 3]",17.386976744186047,"(0, 1, 2, 3)"
summary_only,6,"[1, 0, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,6,"[2, 3, 0, 1]",30.10033290856961,"(0, 1, 2, 3)"
summary_only,6,"[2, 3, 1, 0]",33.29033290856961,"(0, 1, 2, 3)"
summary_only,6,"[3, 2, 0, 1]",32.90033290856961,"(0, 1, 2, 3)"
summary_only,6,"[3, 2, 1, 0]",36.09033290856961,"(0, 1, 2, 3)"
summary_only,7,"[0, 1, 2, 3]",5.269780154486028,"(0, 1, 2, 3)"
summary_only,7,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,7,"[0, 2, 3, 1]",14.459164245191651,"(0, 1, 2, 3)"
summary_only,7,"[0, 3, 2, 1]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,7,"[1, 2, 3, 0]",30.255799346201744,"(0, 1, 2, 3)"
summary_only,7,"[1, 3, 2, 0]",33.05579934620174,"(0, 1, 2, 3)"
summary_only,7,"[2, 3, 1, 0]",33.47579934620174,"(0, 1, 2, 3)"
summary_only,7,"[3, 2, 1, 0]",36.27579934620174,"(0, 1, 2, 3)"
summary_only,8,"[0, 1, 2, 3]",5.4494424019607735,"(0, 1, 2, 3)"
summary_only,8,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,8,"[0, 2, 3, 1]",14.234501997716897,"(0, 1, 2, 3)"
summary_only,8,"[0, 3, 2, 1]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,8,"[1, 2, 3, 0]",30.409467275494677,"(0, 1, 2, 3)"
summary_only,8,"[1, 3, 2, 0]",33.209467275494674,"(0, 1, 2, 3)"
summary_only,8,"[2, 3, 1, 0]",33.53946727549467,"(0, 1, 2, 3)"
summary_only,8,"[3, 2, 1, 0]",36.33946727549468,"(0, 1, 2, 3)"
summary_only,9,"[0, 1, 2, 3]",5.564418022528159,"(0, 1, 2, 3)"
summary_only,9,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,9,"[0, 2, 3, 1]",14.089526377149518,"(0, 1, 2, 3)"
summary_only,9,"[0, 3, 2, 1]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,9,"[1, 2, 3, 0]",30.485663856691247,"(0, 1, 2, 3)"
summary_only,9,"[1, 3, 2, 0]",33.28566385669125,"(0, 1, 2, 3)"
summary_only,9,"[2, 3, 1, 0]",33.55566385669125,"(0, 1, 2, 3)"
summary_only,9,"[3, 2, 1, 0]",36.35566385669125,"(0, 1, 2, 3)"
summary_only,10,"[0, 1, 2, 3]",5.675262148337595,"(0, 1, 2, 3)"
summary_only,10,"[0, 1, 3, 2]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,10,"[0, 2, 3, 1]",13.948682251340081,"(0, 1, 2, 3)"
summary_only,10,"[0, 3, 2, 1]",17.993944399677673,"(0, 1, 2, 3)"
summary_only,10,"[1, 2, 3, 0]",30.63685078803947,"(0, 1, 2, 3)"
summary_only,10,"[1, 3, 2, 0]",33.43685078803948,"(0, 1, 2, 3)"
summary_only,10,"[2, 3, 1, 0]",33.64685078803947,"(0, 1, 2, 3)"
summary_only,10,"[3, 2, 1, 0]",36.44685078803947,"(0, 1, 2, 3)"
